chrom,snp1.cl,snp2.cl,snp1.timeseg,snp2.timeseg,p,Rsq,flip,same,ID,Name,fullname,EntrezGene
3R,1438,1429,Timepoint 3 --> 4,Timepoint 4 --> 5,2.21181727330432e-12,0.106475875300486,13,0,FBgn0013334,Sap47,Synapse-associated protein 47kD,41938
3R,1438,1429,Timepoint 3 --> 4,Timepoint 4 --> 5,2.21181727330432e-12,0.106475875300486,13,0,FBgn0022787,Hel89B,Helicase 89B,41943
3R,1438,1429,Timepoint 3 --> 4,Timepoint 4 --> 5,2.21181727330432e-12,0.106475875300486,13,0,FBgn0026059,Mhcl,Myosin heavy chain-like,41955
3R,1438,1429,Timepoint 3 --> 4,Timepoint 4 --> 5,2.21181727330432e-12,0.106475875300486,13,0,FBgn0038357,CG5623,,41904
3R,1438,1429,Timepoint 3 --> 4,Timepoint 4 --> 5,2.21181727330432e-12,0.106475875300486,13,0,FBgn0038385,CG4221,,41935
3R,1791,1747,Timepoint 3 --> 4,Timepoint 4 --> 5,4.61668326143238e-17,0.127006178278566,18,0,FBgn0003890,betaTub97EF,beta-Tubulin at 97EF,43359
3R,1791,1747,Timepoint 3 --> 4,Timepoint 4 --> 5,4.61668326143238e-17,0.127006178278566,18,0,FBgn0085391,CG34362,,43362
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0000150,awd,abnormal wing discs,43739
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0000557,Ef1alpha100E,Elongation factor 1alpha100E,43736
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0003870,ttk,tramtrack,48317
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0011224,heph,hephaestus,48571
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0017448,CG2187,,43743
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0019990,Gcn2,Gcn2,43709
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0022349,CG1910,,43741
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0027620,Acf1,ATP-dependent chromatin assembly factor large subunit,43751
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0039831,CG12054,,43694
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0039840,CG11340,,43703
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0039851,mey,morpheyus,43715
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0039852,nyo,nyobe,43716
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0039863,CG1815,,43730
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0039870,CG1896,,43738
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0039872,salt,salty dog,43742
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0039873,Smvt,Sodium-dependent multivitamin transporter,43744
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0039874,CG2135,,43746
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0039877,CG2118,,43750
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0039883,RhoGAP100F,RhoGAP100F,43758
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0085376,CG34347,,5740668
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0086362,spn-F,spn-F,43700
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0250755,CG42233,,43754
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0261479,nero,nero,43740
3R,1921,3540,Timepoint 1 --> 2,Timepoint 1 --> 5,3.79679288627307e-11,0.110803366566259,0,110,FBgn0261988,Gprk2,G protein-coupled receptor kinase 2,49045
X,1944,3628,Timepoint 4 --> 5,Timepoint 1 --> 5,0.000560258609786045,0.107685578984317,0,3,FBgn0003371,sgg,shaggy,31248
X,1944,3628,Timepoint 4 --> 5,Timepoint 1 --> 5,0.000560258609786045,0.107685578984317,0,3,FBgn0028369,kirre,kin of irre,31292
X,2110,3842,Timepoint 4 --> 5,Timepoint 1 --> 5,0.0134448512288726,0.27467277376689,0,0,FBgn0031149,CG1518,,33082
X,2110,3842,Timepoint 4 --> 5,Timepoint 1 --> 5,0.0134448512288726,0.27467277376689,0,0,FBgn0031150,bves,bves,33083
